"","groupid","groupid2","MPCAID","parameter","Pollutant","poc","year","scheduled","count_valid","pct_complete","count_zero","pct_zero","count_detect","pct_detect","average","X2nd_high","std_dev","confidence.95.","CAS","Site","AQS_ID_text","AQS_ID_num","City","Site_Name","Report_Name","RegionName","Region2","Site_Description","Address","UTM_zone","UTM_easting","UTM_north","km_mean","km_sd","km_UCL"
"2773","1300.12112.1","1300.12112.1.2008",1300,12112,"Chromium (Tsp) Stp",1,2008,61,60,0.983606557,0,0,7,0.116666667,0.001045942,0.0026104,0.000594025,0.000153453,"7440-47-3","Virginia","27-137-7001",271377001,"Virginia","Virginia","Virginia","Northern","Northern","City Hall","327 First St. S",15,534908,5263193,0.001890547,0.000174056,0.00193551
"2774","1300.12126.1","1300.12126.1.2008",1300,12126,"Iron (Tsp) Stp",1,2008,61,60,0.983606557,0,0,60,1,2.409869508,7.1496783,2.002850146,0.517391056,"7439-89-6","Virginia","27-137-7001",271377001,"Virginia","Virginia","Virginia","Northern","Northern","City Hall","327 First St. S",15,534908,5263193,2.409869508,2.019752134,2.93162681
"2775","1300.12132.1","1300.12132.1.2008",1300,12132,"Manganese (Tsp) Stp",1,2008,61,60,0.983606557,0,0,60,1,0.071314102,0.2123172,0.063628456,0.016436973,"7439-96-5","Virginia","27-137-7001",271377001,"Virginia","Virginia","Virginia","Northern","Northern","City Hall","327 First St. S",15,534908,5263193,0.071314102,0.064165415,0.087889786
"2776","1300.12167.1","1300.12167.1.2008",1300,12167,"Zinc (Tsp) Stp",1,2008,61,60,0.983606557,15,0.25,15,0.25,0.006873815,0.035463,0.009586217,0.002476382,"7440-66-6","Virginia","27-137-7001",271377001,"Virginia","Virginia","Virginia","Northern","Northern","City Hall","327 First St. S",15,534908,5263193,0.01194229,0.007301786,0.013828541
"2777","443.12107.1","443.12107.1.2008",443,12107,"Barium (Tsp) Stp",1,2008,61,54,0.885245902,0,0,34,0.62962963,0.00594502,0.0144517,0.003776293,0.00103073,"7440-39-3","Rosemount (443)","27-037-0443",270370443,"Rosemount","FHR 443","Flint Hills (443)","Metro","Industrial","SSW of Flint Hills","14035 Blaine Ave E.",15,495614,4954699,0.006560348,0.003341884,0.007472507
"2778","443.12126.1","443.12126.1.2008",443,12126,"Iron (Tsp) Stp",1,2008,61,54,0.885245902,0,0,32,0.592592593,0.269639865,0.6215188,0.152953156,0.041748175,"7439-89-6","Rosemount (443)","27-037-0443",270370443,"Rosemount","FHR 443","Flint Hills (443)","Metro","Industrial","SSW of Flint Hills","14035 Blaine Ave E.",15,495614,4954699,0.298062074,0.130857254,0.333779229
"2779","443.12132.1","443.12132.1.2008",443,12132,"Manganese (Tsp) Stp",1,2008,61,54,0.885245902,0,0,31,0.574074074,0.012024356,0.0311986,0.008023969,0.002190122,"7439-96-5","Rosemount (443)","27-037-0443",270370443,"Rosemount","FHR 443","Flint Hills (443)","Metro","Industrial","SSW of Flint Hills","14035 Blaine Ave E.",15,495614,4954699,0.013014537,0.007314804,0.015011094
"2780","443.12167.1","443.12167.1.2008",443,12167,"Zinc (Tsp) Stp",1,2008,61,54,0.885245902,7,0.12962963,29,0.537037037,0.011255706,0.0297751,0.009628544,0.002628087,"7440-66-6","Rosemount (443)","27-037-0443",270370443,"Rosemount","FHR 443","Flint Hills (443)","Metro","Industrial","SSW of Flint Hills","14035 Blaine Ave E.",15,495614,4954699,0.014147483,0.007291782,0.016137756
"2781","250.42153.1","250.42153.1.2009",250,42153,"Carbon Disulfide",1,2009,61,50,0.819672131,0,0,37,0.74,0.21531,0.5855,0.14954411,0.042499966,"75-15-0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.225954,0.1401037,0.265771031
"2782","250.43205.1","250.43205.1.2009",250,43205,"Propylene",1,2009,61,52,0.852459016,0,0,52,1,0.810023077,2.3114,0.519295924,0.144572908,"115-07-1","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.810023077,0.5243623,0.956006474
"2783","250.43207.1","250.43207.1.2009",250,43207,"Freon 113",1,2009,61,56,0.918032787,0,0,51,0.910714286,0.5846375,0.6668,0.056019906,0.015002229,"76-13-1","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.588610714,0.04825665,0.601533929
"2784","250.43208.1","250.43208.1.2009",250,43208,"Freon 114",1,2009,61,56,0.918032787,0,0,49,0.875,0.587841071,1.482,0.349710902,0.093653191,"76-14-2","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.597328571,0.3423862,0.689020194
"2785","250.43218.1","250.43218.1.2009",250,43218,"1,3-Butadiene",1,2009,61,54,0.885245902,1,0.018518519,21,0.388888889,0.127692593,0.4646,0.102765147,0.028049486,"106-99-0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.159664815,0.08392571,0.182572124
"2786","250.43231.1","250.43231.1.2009",250,43231,"N-Hexane",1,2009,61,57,0.93442623,0,0,54,0.947368421,0.574221053,1.5897,0.379808048,0.10077664,"110-54-3","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.575642105,0.3817968,0.676946432
"2787","250.43232.1","250.43232.1.2009",250,43232,"N-Heptane",1,2009,61,57,0.93442623,0,0,32,0.561403509,0.359487719,1.5163,0.298114811,0.079100507,"142-82-5","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.407024561,0.2735821,0.479615663
"2788","250.43248.1","250.43248.1.2009",250,43248,"Cyclohexane",1,2009,61,56,0.918032787,0,0,30,0.535714286,0.1921375,0.6643,0.154959735,0.041498488,"110-82-7","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.220058929,0.138046,0.257027889
"2789","250.43312.1","250.43312.1.2009",250,43312,"2-Proponol",1,2009,61,55,0.901639344,1,0.018181818,54,0.981818182,5.301718182,12.6247,17.74819791,4.798009986,"67-63-0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,5.306098182,17.91356,10.1488118
"2790","250.43447.1","250.43447.1.2009",250,43447,"Vinyl Acetate",1,2009,61,57,0.93442623,0,0,57,1,1.516401754,3.514,0.903025005,0.239604786,"108-05-4","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.516401754,0.9110521,1.758136414
"2791","250.43502.1","250.43502.1.2009",250,43502,"Formaldehyde",1,2009,61,55,0.901639344,0,0,55,1,2.16412,5.8301,1.146005123,0.309808582,"50-00-0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,2.16412,1.156568,2.476784127
"2792","250.43503.1","250.43503.1.2009",250,43503,"Acetaldehyde",1,2009,61,55,0.901639344,0,0,55,1,1.377781818,2.7509,0.58777343,0.158897416,"75-07-0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.377781818,0.5931908,1.538143754
"2793","250.43504.1","250.43504.1.2009",250,43504,"Propionaldehyde",1,2009,61,55,0.901639344,0,0,55,1,0.271365455,0.709,0.148794948,0.040224909,"123-38-6","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.271365455,0.1501664,0.311961119
"2794","250.43510.1","250.43510.1.2009",250,43510,"Butyraldehyde",1,2009,61,55,0.901639344,0,0,55,1,0.553690909,1.2358,0.262785512,0.071040875,"123-72-8","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.553690909,0.2652075,0.625386539
"2795","250.43551.1","250.43551.1.2009",250,43551,"Acetone",1,2009,61,55,0.901639344,0,0,55,1,2.482976364,4.6152,0.997483553,0.269657577,"67-64-1","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,2.482976364,1.006677,2.755119278
"2796","250.43552.1","250.43552.1.2009",250,43552,"Methyl Ethyl Ketone",1,2009,61,55,0.901639344,0,0,53,0.963636364,1.195323636,3.1616,0.743906642,0.201106136,"78-93-3","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.20176,0.74221,1.402407469
"2797","250.43559.1","250.43559.1.2009",250,43559,"Methyl Butyl Ketone",1,2009,61,57,0.93442623,4,0.070175439,24,0.421052632,0.232064912,0.5899,0.167502054,0.044444277,"591-78-6","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.320335088,0.1023452,0.347490925
"2798","250.43801.1","250.43801.1.2009",250,43801,"Chloromethane",1,2009,61,56,0.918032787,0,0,56,1,1.067194643,1.544,0.214420598,0.057422211,"74-87-3","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.067194643,0.2163611,1.125136524
"2799","250.43802.1","250.43802.1.2009",250,43802,"Dichloromethane",1,2009,61,57,0.93442623,0,0,57,1,0.335064912,0.959,0.16696169,0.044300899,"75-09-2","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.335064912,0.1684458,0.379759599
"2800","250.43804.1","250.43804.1.2009",250,43804,"Carbon Tetrachloride",1,2009,61,56,0.918032787,0,0,56,1,0.544076786,0.6291,0.047048873,0.01259977,"56-23-5","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.544076786,0.04747466,0.556790583
"2801","250.43811.1","250.43811.1.2009",250,43811,"Trichlorofluoromethane",1,2009,61,55,0.901639344,0,0,55,1,1.368745455,1.5956,0.142035938,0.038397693,"75-69-4","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.368745455,0.1433451,1.407497064
"2802","250.43823.1","250.43823.1.2009",250,43823,"Dichlorodifluoromethane",1,2009,61,57,0.93442623,0,0,57,1,2.868470175,3.4517,0.310661643,0.082429629,"75-71-8","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,2.868470175,0.3134231,2.951632517
"2803","250.45109.1","250.45109.1.2009",250,45109,"M/P Xylene",1,2009,61,56,0.918032787,0,0,39,0.696428571,0.621032143,2.3145,0.536755301,0.143744008,"0","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.652894643,0.5200943,0.792176806
"2804","250.45201.1","250.45201.1.2009",250,45201,"Benzene",1,2009,61,56,0.918032787,0,0,54,0.964285714,0.581196429,1.3865,0.301907683,0.080851406,"71-43-2","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.582682143,0.3027555,0.663760595
"2805","250.45202.1","250.45202.1.2009",250,45202,"Toluene",1,2009,61,56,0.918032787,0,0,56,1,1.147305357,4.07,1.154255512,0.309111645,"108-88-3","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,1.147305357,1.164701,1.459214322
"2806","250.45203.1","250.45203.1.2009",250,45203,"Ethylbenzene",1,2009,61,56,0.918032787,0,0,21,0.375,0.185555357,0.6644,0.156708222,0.041966736,"100-41-4","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.229051786,0.1342953,0.265016302
"2807","250.45204.1","250.45204.1.2009",250,45204,"O-Xylene",1,2009,61,56,0.918032787,0,0,26,0.464285714,0.222082143,0.8207,0.18668395,0.049994288,"95-47-6","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.251025,0.1717171,0.29701114
"2808","250.45208.1","250.45208.1.2009",250,45208,"1,2,4-Trimethylbenzene",1,2009,61,56,0.918032787,0,0,21,0.375,0.254126786,0.9586,0.226701714,0.060711116,"95-63-6","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.322398214,0.1920121,0.37381939
"2809","250.45220.1","250.45220.1.2009",250,45220,"Styrene",1,2009,61,56,0.918032787,3,0.053571429,6,0.107142857,0.086183929,0.6901,0.142633685,0.03819755,"100-42-5","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.212733929,0.1128571,0.242957258
"2810","250.45501.1","250.45501.1.2009",250,45501,"Benzaldehyde",1,2009,61,55,0.901639344,0,0,54,0.981818182,0.145234545,0.4462,0.110883969,0.029976136,"100-52-7","St. Louis Park","27-053-2006",270532006,"St. Louis Park","St. Louis Park","St. Louis Park","Metro","Suburban","0","5005 Minnetonka Blvd",15,472952,4977238,0.145365455,0.1117942,0.175587661
"2811","420.42153.1","420.42153.1.2009",420,42153,"Carbon Disulfide",1,2009,61,56,0.918032787,0,0,34,0.607142857,1.550280357,10.1489,2.522648525,0.675569687,"75-15-0","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.589103571,2.537453,2.268637922
"2812","420.43205.1","420.43205.1.2009",420,43205,"Propylene",1,2009,61,55,0.901639344,0,0,53,0.963636364,1.161623636,3.8517,1.583976919,0.428208943,"115-07-1","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.166318182,1.596,1.597777419
"2813","420.43207.1","420.43207.1.2009",420,43207,"Freon 113",1,2009,61,56,0.918032787,1,0.017857143,55,0.982142857,0.710825,0.8583,0.127182119,0.034059594,"76-13-1","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.720267857,0.08829966,0.74391466
"2814","420.43208.1","420.43208.1.2009",420,43208,"Freon 114",1,2009,61,56,0.918032787,3,0.053571429,6,0.107142857,0.137682143,0.4124,0.083688579,0.022411948,"76-14-2","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.222558929,0.05428566,0.237096724
"2815","420.43231.1","420.43231.1.2009",420,43231,"N-Hexane",1,2009,61,56,0.918032787,1,0.017857143,54,0.964285714,0.783873214,1.928,0.446292386,0.119517882,"110-54-3","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.7874,0.4449574,0.90656037
"2816","420.43232.1","420.43232.1.2009",420,43232,"N-Heptane",1,2009,61,56,0.918032787,0,0,39,0.696428571,0.418307143,1.0327,0.254173115,0.068068005,"142-82-5","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.436241071,0.2408274,0.50073507
"2817","420.43248.1","420.43248.1.2009",420,43248,"Cyclohexane",1,2009,61,56,0.918032787,0,0,43,0.767857143,0.245742857,0.5886,0.152084274,0.040728435,"110-82-7","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.260983929,0.1381573,0.297982696
"2818","420.43312.1","420.43312.1.2009",420,43312,"2-Proponol",1,2009,61,55,0.901639344,1,0.018181818,54,0.981818182,4.684109091,17.8825,5.870180071,1.586931966,"67-63-0","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,4.689203636,5.921316,6.28995958
"2819","420.43447.1","420.43447.1.2009",420,43447,"Vinyl Acetate",1,2009,61,56,0.918032787,0,0,56,1,1.338007143,2.4119,0.560664887,0.150147037,"108-05-4","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.338007143,0.5657389,1.48951301
"2820","420.43502.1","420.43502.1.2009",420,43502,"Formaldehyde",1,2009,61,59,0.967213115,0,0,59,1,1.876710169,4.2621,0.878966076,0.229059807,"50-00-0","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.876710169,0.886511,2.107736194
"2821","420.43503.1","420.43503.1.2009",420,43503,"Acetaldehyde",1,2009,61,59,0.967213115,0,0,59,1,1.207872881,2.1325,0.472337473,0.123091816,"75-07-0","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.207872881,0.4763919,1.332021286
"2822","420.43504.1","420.43504.1.2009",420,43504,"Propionaldehyde",1,2009,61,59,0.967213115,0,0,59,1,0.224476271,0.4178,0.076924159,0.020046545,"123-38-6","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.224476271,0.07758446,0.244694891
"2823","420.43510.1","420.43510.1.2009",420,43510,"Butyraldehyde",1,2009,61,59,0.967213115,0,0,59,1,0.494728814,0.985,0.184704539,0.048134265,"123-72-8","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.494728814,0.18629,0.543276252
"2824","420.43551.1","420.43551.1.2009",420,43551,"Acetone",1,2009,61,59,0.967213115,0,0,59,1,2.723761017,5.8591,1.073526167,0.279762443,"67-64-1","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,2.723761017,1.082741,3.005924858
"2825","420.43552.1","420.43552.1.2009",420,43552,"Methyl Ethyl Ketone",1,2009,61,55,0.901639344,0,0,55,1,1.927712727,4.8781,1.357351917,0.366943623,"78-93-3","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.927712727,1.369862,2.2980383
"2826","420.43559.1","420.43559.1.2009",420,43559,"Methyl Butyl Ketone",1,2009,61,56,0.918032787,0,0,30,0.535714286,0.2724125,0.5858,0.160506994,0.042984054,"591-78-6","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.331383929,0.1078774,0.360273685
"2827","420.43801.1","420.43801.1.2009",420,43801,"Chloromethane",1,2009,61,56,0.918032787,2,0.035714286,54,0.964285714,0.945228571,1.4192,0.323358046,0.08659585,"74-87-3","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.952532143,0.306485,1.034609362
"2828","420.43802.1","420.43802.1.2009",420,43802,"Dichloromethane",1,2009,61,56,0.918032787,0,0,55,0.982142857,0.326557143,0.959,0.212013503,0.056777587,"75-09-2","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.328082143,0.2122898,0.384933723
"2829","420.43804.1","420.43804.1.2009",420,43804,"Carbon Tetrachloride",1,2009,61,56,0.918032787,0,0,56,1,0.552053571,0.6543,0.083549513,0.022374706,"56-23-5","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.552053571,0.08430563,0.574630766
"2830","420.43811.1","420.43811.1.2009",420,43811,"Trichlorofluoromethane",1,2009,61,56,0.918032787,0,0,56,1,1.490689286,1.8035,0.227242249,0.060855872,"75-69-4","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.490689286,0.2292988,1.552095906
"2831","420.43819.1","420.43819.1.2009",420,43819,"Bromomethane",1,2009,61,56,0.918032787,4,0.071428571,13,0.232142857,0.065044643,0.2252,0.071777844,0.019222232,"74-83-9","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.128205357,0.03993546,0.138900143
"2832","420.43823.1","420.43823.1.2009",420,43823,"Dichlorodifluoromethane",1,2009,61,56,0.918032787,0,0,56,1,2.778669643,3.4517,0.34904112,0.093473822,"75-71-8","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,2.778669643,0.3521999,2.872989392
"2833","420.45109.1","420.45109.1.2009",420,45109,"M/P Xylene",1,2009,61,56,0.918032787,0,0,31,0.553571429,0.393053571,1.0856,0.242930721,0.065057272,"0","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.443701786,0.2082144,0.499461966
"2834","420.45201.1","420.45201.1.2009",420,45201,"Benzene",1,2009,61,56,0.918032787,0,0,56,1,0.55005,1.0351,0.198420363,0.05313732,"71-43-2","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.55005,0.2002161,0.603668222
"2835","420.45202.1","420.45202.1.2009",420,45202,"Toluene",1,2009,61,56,0.918032787,0,0,56,1,1.134523214,2.5739,0.541267084,0.144952272,"108-88-3","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,1.134523214,0.5461655,1.28078729
"2836","420.45203.1","420.45203.1.2009",420,45203,"Ethylbenzene",1,2009,61,56,0.918032787,0,0,10,0.178571429,0.130658929,0.3561,0.079566472,0.02130804,"100-41-4","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.187692857,0.0512893,0.201428221
"2837","420.45204.1","420.45204.1.2009",420,45204,"O-Xylene",1,2009,61,56,0.918032787,1,0.017857143,19,0.339285714,0.142208929,0.3908,0.084850352,0.022723073,"95-47-6","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.185346429,0.05915691,0.201188753
"2838","420.45208.1","420.45208.1.2009",420,45208,"1,2,4-Trimethylbenzene",1,2009,61,56,0.918032787,0,0,7,0.125,0.124823214,0.3343,0.075447636,0.020205009,"95-63-6","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.2333,0.02572605,0.240189481
"2839","420.45501.1","420.45501.1.2009",420,45501,"Benzaldehyde",1,2009,61,59,0.967213115,0,0,54,0.915254237,0.092649153,0.1966,0.054890092,0.014304436,"100-52-7","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.092947458,0.0550985,0.107306205
"2840","420.45807.1","420.45807.1.2009",420,45807,"1,4-Dichlorobenzene",1,2009,61,56,0.918032787,6,0.107142857,27,0.482142857,0.391757143,1.0942,0.360023649,0.096414963,"106-46-7","Rosemount (420)","27-037-0020",270370020,"Rosemount","FHR 420","Flint Hills (420)","Metro","Industrial","0","12821 Pine Bend Trail",15,497430,4956651,0.5478875,0.2239409,0.607859265
"2841","423.42153.1","423.42153.1.2009",423,42153,"Carbon Disulfide",1,2009,61,59,0.967213115,0,0,20,0.338983051,0.084613559,0.165,0.042695685,0.011126556,"75-15-0","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.105125424,0.03097565,0.113197722
"2842","423.43205.1","423.43205.1.2009",423,43205,"Propylene",1,2009,61,56,0.918032787,0,0,56,1,0.716271429,1.9586,0.5957806,0.159551087,"115-07-1","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.716271429,0.6011724,0.877266449
"2843","423.43207.1","423.43207.1.2009",423,43207,"Freon 113",1,2009,61,59,0.967213115,0,0,53,0.898305085,0.607132203,0.6821,0.060729797,0.015826271,"76-13-1","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.612977966,0.04842796,0.625598361
"2844","423.43231.1","423.43231.1.2009",423,43231,"N-Hexane",1,2009,61,59,0.967213115,0,0,49,0.830508475,0.325888136,0.7226,0.17052945,0.044440217,"110-54-3","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.332883051,0.1642403,0.375684306
"2845","423.43232.1","423.43232.1.2009",423,43232,"N-Heptane",1,2009,61,59,0.967213115,0,0,12,0.203389831,0.208169492,0.5819,0.179416152,0.046756104,"142-82-5","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.305433898,0.1469686,0.343734124
"2846","423.43248.1","423.43248.1.2009",423,43248,"Cyclohexane",1,2009,61,59,0.967213115,1,0.016949153,10,0.169491525,0.093227119,0.296,0.068544823,0.017862878,"110-82-7","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.157916949,0.03665489,0.167469265
