"","groupid","groupid2","MPCAID","parameter","Pollutant","poc","year","scheduled","count_valid","pct_complete","count_zero","pct_zero","count_detect","pct_detect","average","X2nd_high","std_dev","confidence.95.","CAS","Site","AQS_ID_text","AQS_ID_num","City","Site_Name","Report_Name","RegionName","Region2","Site_Description","Address","UTM_zone","UTM_easting","UTM_north","km_mean","km_sd","km_UCL"
"2847","423.43312.1","423.43312.1.2009",423,43312,"2-Proponol",1,2009,61,58,0.950819672,0,0,58,1,6.860531034,22.543,23.41524961,6.156726036,"67-63-0","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,6.860531034,23.61975,13.07102771
"2848","423.43447.1","423.43447.1.2009",423,43447,"Vinyl Acetate",1,2009,61,59,0.967213115,0,0,59,1,0.991805085,2.8521,0.581575985,0.151559527,"108-05-4","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.991805085,0.5865681,1.144665564
"2849","423.43502.1","423.43502.1.2009",423,43502,"Formaldehyde",1,2009,61,59,0.967213115,0,0,59,1,1.284981356,2.9664,0.613307711,0.15982886,"50-00-0","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,1.284981356,0.6185723,1.446182175
"2850","423.43503.1","423.43503.1.2009",423,43503,"Acetaldehyde",1,2009,61,59,0.967213115,0,0,59,1,0.892320339,1.8039,0.332543888,0.086661409,"75-07-0","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.892320339,0.3353984,0.979725638
"2851","423.43504.1","423.43504.1.2009",423,43504,"Propionaldehyde",1,2009,61,59,0.967213115,0,0,59,1,0.153415254,0.2621,0.055751597,0.014528945,"123-38-6","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.153415254,0.05623016,0.168068914
"2852","423.43510.1","423.43510.1.2009",423,43510,"Butyraldehyde",1,2009,61,59,0.967213115,0,0,59,1,0.385938983,0.8432,0.150919047,0.039329718,"123-72-8","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.385938983,0.1522145,0.425606298
"2853","423.43551.1","423.43551.1.2009",423,43551,"Acetone",1,2009,61,59,0.967213115,0,0,59,1,2.300637288,3.8828,0.71328518,0.18588313,"67-64-1","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,2.300637288,0.7194079,2.488116008
"2854","423.43552.1","423.43552.1.2009",423,43552,"Methyl Ethyl Ketone",1,2009,61,57,0.93442623,0,0,55,0.964912281,0.994057895,2.5098,0.609204101,0.161643606,"78-93-3","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,1.001714035,0.6044807,1.162104354
"2855","423.43801.1","423.43801.1.2009",423,43801,"Chloromethane",1,2009,61,59,0.967213115,0,0,59,1,1.247340678,1.8119,0.302259882,0.078769354,"74-87-3","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,1.247340678,0.3048544,1.326786167
"2856","423.43802.1","423.43802.1.2009",423,43802,"Dichloromethane",1,2009,61,59,0.967213115,1,0.016949153,58,0.983050847,0.264876271,0.3999,0.060424236,0.015746642,"75-09-2","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.26770678,0.05159653,0.281152909
"2857","423.43804.1","423.43804.1.2009",423,43804,"Carbon Tetrachloride",1,2009,61,59,0.967213115,0,0,59,1,0.562154237,0.6983,0.068789569,0.017926659,"56-23-5","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.562154237,0.06938005,0.580234777
"2858","423.43811.1","423.43811.1.2009",423,43811,"Trichlorofluoromethane",1,2009,61,58,0.950819672,0,0,58,1,1.379125862,1.5563,0.152776819,0.040170617,"75-69-4","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,1.379125862,0.1541111,1.41964731
"2859","423.43823.1","423.43823.1.2009",423,43823,"Dichlorodifluoromethane",1,2009,61,59,0.967213115,0,0,59,1,2.804016949,3.3825,0.291606548,0.07599308,"75-71-8","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,2.804016949,0.2941097,2.880662354
"2860","423.45109.1","423.45109.1.2009",423,45109,"M/P Xylene",1,2009,61,59,0.967213115,0,0,8,0.13559322,0.199677966,0.5732,0.124847743,0.032535499,"0","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.347372881,0.06440276,0.364156332
"2861","423.45201.1","423.45201.1.2009",423,45201,"Benzene",1,2009,61,59,0.967213115,0,0,50,0.847457627,0.347462712,0.6389,0.137542511,0.035843774,"71-43-2","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.354942373,0.1291676,0.388603633
"2862","423.45202.1","423.45202.1.2009",423,45202,"Toluene",1,2009,61,59,0.967213115,0,0,59,1,0.443855932,1.0891,0.225297838,0.058712936,"108-88-3","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.443855932,0.2272318,0.503072862
"2863","423.45501.1","423.45501.1.2009",423,45501,"Benzaldehyde",1,2009,61,59,0.967213115,0,0,43,0.728813559,0.116833898,0.2948,0.311309499,0.081127697,"100-52-7","Rosemount (423)","27-037-0423",270370423,"Rosemount","FHR 423","Flint Hills (423)","Metro","Industrial","0","2142 120th St. E",15,495040,4957740,0.119277966,0.3143329,0.201193566
"2864","436.42153.1","436.42153.1.2009",436,42153,"Carbon Disulfide",1,2009,61,58,0.950819672,0,0,38,0.655172414,0.117805172,0.2055,0.041720025,0.010969721,"75-15-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.123968966,0.03554732,0.133315657
"2865","436.43205.1","436.43205.1.2009",436,43205,"Propylene",1,2009,61,57,0.93442623,0,0,57,1,1.709082456,5.5608,1.343212792,0.356402327,"115-07-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.709082456,1.355153,2.068652946
"2866","436.43205.2","436.43205.2.2009",436,43205,"Propylene",2,2009,61,57,0.93442623,0,0,57,1,1.65557193,4.072,1.159697724,0.307709225,"115-07-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.65557193,1.170006,1.966016309
"2867","436.43207.1","436.43207.1.2009",436,43207,"Freon 113",1,2009,61,58,0.950819672,0,0,49,0.844827586,0.711412069,0.8354,1.089829622,0.286556091,"76-13-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.722251724,1.098508,1.011089679
"2868","436.43207.2","436.43207.2.2009",436,43207,"Freon 113",2,2009,61,58,0.950819672,0,0,48,0.827586207,0.693437931,0.6974,1.011690523,0.266010463,"76-13-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.704939655,1.019646,0.973041904
"2869","436.43218.1","436.43218.1.2009",436,43218,"1,3-Butadiene",1,2009,61,58,0.950819672,1,0.017241379,32,0.551724138,0.145281034,0.3429,0.089531269,0.023541047,"106-99-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.174482759,0.06446602,0.191433235
"2870","436.43218.2","436.43218.2.2009",436,43218,"1,3-Butadiene",2,2009,61,58,0.950819672,0,0,27,0.465517241,0.135786207,0.3274,0.09319676,0.024504839,"106-99-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.16832069,0.06793302,0.186182767
"2871","436.43231.1","436.43231.1.2009",436,43231,"N-Hexane",1,2009,61,58,0.950819672,0,0,58,1,1.214032759,4.9241,1.718928691,0.451969259,"110-54-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.214032759,1.733941,1.669949304
"2872","436.43231.2","436.43231.2.2009",436,43231,"N-Hexane",2,2009,61,58,0.950819672,0,0,58,1,1.362074138,11.9172,2.238575349,0.588603383,"110-54-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.362074138,2.258127,1.955818366
"2873","436.43232.1","436.43232.1.2009",436,43232,"N-Heptane",1,2009,61,58,0.950819672,0,0,48,0.827586207,0.792351724,1.6557,2.421604791,0.636728522,"142-82-5","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.80147069,2.445009,1.444353035
"2874","436.43232.2","436.43232.2.2009",436,43232,"N-Heptane",2,2009,61,58,0.950819672,0,0,48,0.827586207,0.493896552,1.668,0.315747255,0.083021509,"142-82-5","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.504287931,0.3097276,0.585726652
"2875","436.43248.1","436.43248.1.2009",436,43248,"Cyclohexane",1,2009,61,58,0.950819672,0,0,52,0.896551724,0.420534483,2.5437,0.595224921,0.156506415,"110-82-7","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.426408621,0.5979477,0.583630954
"2876","436.43248.2","436.43248.2.2009",436,43248,"Cyclohexane",2,2009,61,58,0.950819672,0,0,52,0.896551724,0.411446552,2.4577,0.491633919,0.129268549,"110-82-7","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.417022414,0.4931363,0.546685994
"2877","436.43312.1","436.43312.1.2009",436,43312,"2-Proponol",1,2009,61,57,0.93442623,1,0.01754386,56,0.98245614,6.591917544,74.9714,15.57011299,4.131307065,"67-63-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,6.595798246,15.70939,10.76406048
"2878","436.43312.2","436.43312.2.2009",436,43312,"2-Proponol",2,2009,61,57,0.93442623,1,0.01754386,56,0.98245614,5.513938596,32.8965,12.62729952,3.350473548,"67-63-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,5.519070175,12.73937,8.899280024
"2879","436.43447.1","436.43447.1.2009",436,43447,"Vinyl Acetate",1,2009,61,58,0.950819672,0,0,58,1,1.931848276,6.2393,1.843541538,0.484734537,"108-05-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.931848276,1.859643,2.420816477
"2880","436.43447.2","436.43447.2.2009",436,43447,"Vinyl Acetate",2,2009,61,58,0.950819672,0,0,58,1,2.100072414,13.4399,2.373029718,0.623956357,"108-05-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,2.100072414,2.393755,2.729478206
"2881","436.43502.1","436.43502.1.2009",436,43502,"Formaldehyde",1,2009,61,55,0.901639344,0,0,55,1,2.774923636,26.4231,5.884474461,1.59079628,"50-00-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,2.774923636,5.93871,4.380381836
"2882","436.43502.2","436.43502.2.2009",436,43502,"Formaldehyde",2,2009,61,54,0.885245902,0,0,54,1,2.682472222,25.2604,5.619070346,1.533710967,"50-00-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,2.682472222,5.671833,4.230584621
"2883","436.43503.1","436.43503.1.2009",436,43503,"Acetaldehyde",1,2009,61,55,0.901639344,0,0,55,1,1.286710909,2.4032,0.505719414,0.136715108,"75-07-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.286710909,0.5103805,1.424686085
"2884","436.43503.2","436.43503.2.2009",436,43503,"Acetaldehyde",2,2009,61,54,0.885245902,0,0,54,1,1.282066667,2.3022,0.519335547,0.141751317,"75-07-0","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.282066667,0.524212,1.425149
"2885","436.43504.1","436.43504.1.2009",436,43504,"Propionaldehyde",1,2009,61,55,0.901639344,0,0,55,1,0.221201818,0.4215,0.077048425,0.020829107,"123-38-6","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.221201818,0.07775856,0.242222901
"2886","436.43504.2","436.43504.2.2009",436,43504,"Propionaldehyde",2,2009,61,54,0.885245902,0,0,54,1,0.214661111,0.4068,0.076701493,0.020935478,"123-38-6","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.214661111,0.07742171,0.23579317
"2887","436.43510.1","436.43510.1.2009",436,43510,"Butyraldehyde",1,2009,61,55,0.901639344,0,0,55,1,0.530610909,0.9777,0.218786838,0.059146367,"123-72-8","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.530610909,0.2208033,0.590302402
"2888","436.43510.2","436.43510.2.2009",436,43510,"Butyraldehyde",2,2009,61,54,0.885245902,0,0,54,1,0.529161111,1.0331,0.218611624,0.059669487,"123-72-8","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.529161111,0.2206644,0.589390898
"2889","436.43551.1","436.43551.1.2009",436,43551,"Acetone",1,2009,61,55,0.901639344,0,0,55,1,2.801621818,5.1643,1.014298762,0.274203365,"67-64-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,2.801621818,1.023647,3.078352366
"2890","436.43551.2","436.43551.2.2009",436,43551,"Acetone",2,2009,61,54,0.885245902,0,0,54,1,2.759998148,5.1157,0.961129346,0.262337812,"67-64-1","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,2.759998148,0.9701542,3.024799271
"2891","436.43552.1","436.43552.1.2009",436,43552,"Methyl Ethyl Ketone",1,2009,61,57,0.93442623,0,0,55,0.964912281,1.059254386,2.1766,0.586799369,0.15569883,"78-93-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.069396491,0.576813,1.222445581
"2892","436.43552.2","436.43552.2.2009",436,43552,"Methyl Ethyl Ketone",2,2009,61,57,0.93442623,0,0,56,0.98245614,1.044147368,1.9495,0.438241059,0.116281005,"78-93-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.047457895,0.4363095,1.163226388
"2893","436.43559.1","436.43559.1.2009",436,43559,"Methyl Butyl Ketone",1,2009,61,57,0.93442623,2,0.035087719,16,0.280701754,0.199005263,0.4301,0.109925074,0.029167048,"591-78-6","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.272752632,0.06625186,0.290331617
"2894","436.43559.2","436.43559.2.2009",436,43559,"Methyl Butyl Ketone",2,2009,61,57,0.93442623,1,0.01754386,25,0.438596491,0.230773684,0.467,0.121603362,0.032265715,"591-78-6","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.286838596,0.08165762,0.308505279
"2895","436.43801.1","436.43801.1.2009",436,43801,"Chloromethane",1,2009,61,58,0.950819672,0,0,58,1,1.038436207,1.3865,0.184636053,0.048547575,"74-87-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.038436207,0.1862486,1.08740778
"2896","436.43801.2","436.43801.2.2009",436,43801,"Chloromethane",2,2009,61,58,0.950819672,0,0,58,1,1.032475862,1.3333,0.184309755,0.04846178,"74-87-3","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.032475862,0.1859195,1.081360903
"2897","436.43802.1","436.43802.1.2009",436,43802,"Dichloromethane",1,2009,61,58,0.950819672,0,0,56,0.965517241,0.332027586,1.2075,0.365555321,0.096117872,"75-09-2","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.334037931,0.3677572,0.430734757
"2898","436.43802.2","436.43802.2.2009",436,43802,"Dichloromethane",2,2009,61,58,0.950819672,0,0,58,1,0.29727931,0.5785,0.170131409,0.044733774,"75-09-2","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.29727931,0.1716173,0.342403779
"2899","436.43804.1","436.43804.1.2009",436,43804,"Carbon Tetrachloride",1,2009,61,58,0.950819672,0,0,58,1,0.526074138,0.6291,0.064843309,0.017049679,"56-23-5","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.526074138,0.06540964,0.543272726
"2900","436.43804.2","436.43804.2.2009",436,43804,"Carbon Tetrachloride",2,2009,61,58,0.950819672,0,0,58,1,0.545381034,0.6543,0.062561213,0.016449632,"56-23-5","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.545381034,0.06310761,0.561974334
"2901","436.43811.1","436.43811.1.2009",436,43811,"Trichlorofluoromethane",1,2009,61,57,0.93442623,0,0,57,1,1.39454386,1.6911,0.199546927,0.052946927,"75-69-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.39454386,0.2013207,1.447961432
"2902","436.43811.2","436.43811.2.2009",436,43811,"Trichlorofluoromethane",2,2009,61,57,0.93442623,0,0,57,1,1.374633333,1.7192,0.177058511,0.046979947,"75-69-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,1.374633333,0.1786324,1.422030889
"2903","436.43817.1","436.43817.1.2009",436,43817,"Tetrachloroethylene",1,2009,61,58,0.950819672,1,0.017241379,7,0.120689655,0.248372414,2.4485,0.78061601,0.205252517,"127-18-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.425222414,0.8035603,0.636507824
"2904","436.43817.2","436.43817.2.2009",436,43817,"Tetrachloroethylene",2,2009,61,58,0.950819672,0,0,6,0.103448276,0.14442069,0.6172,0.223521692,0.058772033,"127-18-4","St. Paul Park (436)","27-163-0436",271630436,"St. Paul Park","MPC 436","St. Paul Park","Metro","Industrial","0","649 5th St",15,500348,4965992,0.320913793,0.1940462,0.37193564
